date,domain,status,status_details,pages
2021-12-13,domain88,Valid,Submitted and indexed,18710
2021-12-13,domain88,Error,Submitted URL marked ‘noindex’,133
2021-12-14,domain88,Excluded,Alternate page with proper canonical tag,24114963
2021-12-14,domain88,Excluded,Blocked by robots.txt,239180
2021-12-14,domain88,Excluded,Blocked due to access forbidden (403),146
2021-12-14,domain88,Excluded,Blocked due to other 4xx issue,40
2021-12-14,domain88,Excluded,Crawled - currently not indexed,26888487
2021-12-14,domain88,Excluded,Discovered - currently not indexed,3880
2021-12-14,domain88,Excluded,Duplicate without user-selected canonical,60335
2021-12-14,domain88,Excluded,"Duplicate, Google chose different canonical than user",1461755
2021-12-14,domain88,Excluded,"Duplicate, submitted URL not selected as canonical",20
2021-12-14,domain88,Excluded,Excluded by ‘noindex’ tag,12249624
2021-12-14,domain88,Valid,"Indexed, not submitted in sitemap",23029948
2021-12-14,domain88,Warning,"Indexed, though blocked by robots.txt",192373
2021-12-14,domain88,Excluded,Not found (404),408908
2021-12-14,domain88,Warning,Page indexed without content,14
2021-12-14,domain88,Excluded,Page with redirect,12971962
2021-12-14,domain88,Error,Redirect error,17072
2021-12-14,domain88,Error,Server error (5xx),4617
2021-12-14,domain88,Excluded,Soft 404,2142
2021-12-14,domain88,Valid,Submitted and indexed,18710
2021-12-14,domain88,Error,Submitted URL marked ‘noindex’,133
2021-12-15,domain88,Excluded,Alternate page with proper canonical tag,23857447
2021-12-15,domain88,Excluded,Blocked by robots.txt,228027
2021-12-15,domain88,Excluded,Blocked due to access forbidden (403),132
2021-12-15,domain88,Excluded,Blocked due to other 4xx issue,40
2021-12-15,domain88,Excluded,Crawled - currently not indexed,25988900
2021-12-15,domain88,Excluded,Discovered - currently not indexed,3885
2021-12-15,domain88,Excluded,Duplicate without user-selected canonical,57199
2021-12-15,domain88,Excluded,"Duplicate, Google chose different canonical than user",1425178
2021-12-15,domain88,Excluded,"Duplicate, submitted URL not selected as canonical",27
2021-12-15,domain88,Excluded,Excluded by ‘noindex’ tag,12046670
2021-12-15,domain88,Valid,"Indexed, not submitted in sitemap",22987343
2021-12-15,domain88,Warning,"Indexed, though blocked by robots.txt",190436
2021-12-15,domain88,Excluded,Not found (404),269138
2021-12-15,domain88,Warning,Page indexed without content,13
2021-12-15,domain88,Excluded,Page with redirect,12897634
2021-12-15,domain88,Error,Redirect error,17737
2021-12-15,domain88,Error,Server error (5xx),4625
2021-12-15,domain88,Excluded,Soft 404,2117
2021-12-15,domain88,Valid,Submitted and indexed,18627
2021-12-15,domain88,Error,Submitted URL marked ‘noindex’,129
2021-12-07,domain89,Excluded,Alternate page with proper canonical tag,59370460
2021-12-07,domain89,Excluded,Blocked by robots.txt,1020361
2021-12-07,domain89,Excluded,Blocked due to access forbidden (403),7600
2021-12-07,domain89,Excluded,Blocked due to other 4xx issue,99
2021-12-07,domain89,Excluded,Blocked due to unauthorized request (401),0
2021-12-07,domain89,Excluded,Crawled - currently not indexed,103162853
2021-12-07,domain89,Excluded,Discovered - currently not indexed,14497
2021-12-07,domain89,Excluded,Duplicate without user-selected canonical,615079
2021-12-07,domain89,Excluded,"Duplicate, Google chose different canonical than user",1362359
2021-12-07,,Excluded,"Duplicate, submitted URL not selected as canonical",22236
2021-12-07,domain89,Excluded,Excluded by ‘noindex’ tag,30541585
2021-12-07,domain89,Valid,"Indexed, not submitted in sitemap",54544565
2021-12-07,domain89,Warning,"Indexed, though blocked by robots.txt",213737
2021-12-07,domain89,Excluded,Not found (404),3787144
2021-12-07,domain89,Warning,Page indexed without content,3
2021-12-07,domain89,Excluded,Page with redirect,28430566
2021-12-07,domain89,Error,Redirect error,205
2021-12-07,domain89,Error,Server error (5xx),40135
2021-12-07,domain89,Excluded,Soft 404,18043569
2021-12-07,domain89,Valid,Submitted and indexed,32134
2021-12-07,domain89,Error,Submitted URL marked ‘noindex’,1126
2021-12-07,domain89,Error,Submitted URL seems to be a Soft 404,102
2021-12-09,domain89,Excluded,Alternate page with proper canonical tag,58656612
2021-12-09,domain89,Excluded,Blocked by robots.txt,990107
2021-12-09,domain89,Excluded,Blocked due to access forbidden (403),7515
2021-12-09,domain89,Excluded,Blocked due to other 4xx issue,97
2021-12-09,domain89,Excluded,Blocked due to unauthorized request (401),0
2021-12-09,domain89,Excluded,Crawled - currently not indexed,100680785
2021-12-09,domain89,Excluded,Discovered - currently not indexed,14205
2021-12-09,domain89,Excluded,Duplicate without user-selected canonical,607664
2021-12-09,domain89,Excluded,"Duplicate, Google chose different canonical than user",1339041
2021-12-09,domain89,Excluded,"Duplicate, submitted URL not selected as canonical",22580
2021-12-09,domain89,Excluded,Excluded by ‘noindex’ tag,30104854
2021-12-09,domain89,Valid,"Indexed, not submitted in sitemap",54660923
2021-12-09,domain89,Warning,"Indexed, though blocked by robots.txt",198517
2021-12-09,domain89,Excluded,Not found (404),3585479
2021-12-09,domain89,Warning,Page indexed without content,3
2021-12-09,domain89,Excluded,Page with redirect,28018157
2021-12-09,domain89,Error,Redirect error,200
2021-12-09,domain89,Error,Server error (5xx),40158
2021-12-09,domain89,Excluded,Soft 404,18283983
2021-12-09,domain89,Valid,Submitted and indexed,32112
2021-12-09,domain89,Error,Submitted URL marked ‘noindex’,1124
2021-12-09,domain89,Error,Submitted URL seems to be a Soft 404,99
2021-12-10,domain89,Excluded,Alternate page with proper canonical tag,58656612
2021-12-10,domain89,Excluded,Blocked by robots.txt,990107
2021-12-10,domain89,Excluded,Blocked due to access forbidden (403),7515
2021-12-10,domain89,Excluded,Blocked due to other 4xx issue,97
2021-12-10,domain89,Excluded,Blocked due to unauthorized request (401),0
2021-12-10,domain89,Excluded,Crawled - currently not indexed,100680785
2021-12-10,domain89,Excluded,Discovered - currently not indexed,14205
2021-12-10,domain89,Excluded,Duplicate without user-selected canonical,607664
2021-12-10,domain89,Excluded,"Duplicate, Google chose different canonical than user",1339041
2021-12-10,domain89,Excluded,"Duplicate, submitted URL not selected as canonical",22580
2021-12-10,domain89,Excluded,Excluded by ‘noindex’ tag,30104854
2021-12-10,domain89,Valid,"Indexed, not submitted in sitemap",54660923
2021-12-10,domain89,Warning,"Indexed, though blocked by robots.txt",198517
2021-12-10,domain89,Excluded,Not found (404),3585479
2021-12-10,domain89,Warning,Page indexed without content,3
2021-12-10,domain89,Excluded,Page with redirect,28018157
2021-12-10,domain89,Error,Redirect error,200
2021-12-10,domain89,Error,Server error (5xx),40158
2021-12-10,domain89,Excluded,Soft 404,18283983
2021-12-10,domain89,Valid,Submitted and indexed,32112
2021-12-10,domain89,Error,Submitted URL marked ‘noindex’,1124
2021-12-10,domain89,Error,Submitted URL seems to be a Soft 404,99
2021-12-13,domain89,Excluded,Alternate page with proper canonical tag,57393065
2021-12-13,domain89,Excluded,Blocked by robots.txt,936969
2021-12-13,domain89,Excluded,Blocked due to access forbidden (403),7409
2021-12-13,domain89,Excluded,Blocked due to other 4xx issue,86
2021-12-13,domain89,Excluded,Blocked due to unauthorized request (401),0
2021-12-13,domain89,Excluded,Crawled - currently not indexed,97356503
2021-12-13,domain89,Excluded,Discovered - currently not indexed,13940
2021-12-13,domain89,Excluded,Duplicate without user-selected canonical,595890
2021-12-13,domain89,Excluded,"Duplicate, Google chose different canonical than user",1322473
2021-12-13,domain89,Excluded,"Duplicate, submitted URL not selected as canonical",22509
2021-12-13,domain89,Excluded,Excluded by ‘noindex’ tag,29130698
2021-12-13,domain89,Valid,"Indexed, not submitted in sitemap",54365829
2021-12-13,domain89,Warning,"Indexed, though blocked by robots.txt",161454
2021-12-13,domain89,Excluded,Not found (404),3507778
2021-12-13,domain89,Warning,Page indexed without content,5
2021-12-13,domain89,Excluded,Page with redirect,27411701
2021-12-13,domain89,Error,Redirect error,43169
2021-12-13,domain89,Error,Server error (5xx),40797
2021-12-13,domain89,Excluded,Soft 404,18611221
2021-12-13,domain89,Valid,Submitted and indexed,32457
2021-12-13,domain89,Error,Submitted URL marked ‘noindex’,1142
2021-12-13,domain89,Error,Submitted URL seems to be a Soft 404,94
2021-12-14,domain89,Excluded,Alternate page with proper canonical tag,57393065
2021-12-14,domain89,Excluded,Blocked by robots.txt,936969
2021-12-14,domain89,Excluded,Blocked due to access forbidden (403),7409
2021-12-14,domain89,Excluded,Blocked due to other 4xx issue,86
2021-12-14,domain89,Excluded,Blocked due to unauthorized request (401),0
2021-12-14,domain89,Excluded,Crawled - currently not indexed,97356503
2021-12-14,domain89,Excluded,Discovered - currently not indexed,13940
2021-12-14,domain89,Excluded,Duplicate without user-selected canonical,595890
2021-12-14,domain89,Excluded,"Duplicate, Google chose different canonical than user",1322473
2021-12-14,domain89,Excluded,"Duplicate, submitted URL not selected as canonical",22509
2021-12-14,domain89,Excluded,Excluded by ‘noindex’ tag,29130698
2021-12-14,domain89,Valid,"Indexed, not submitted in sitemap",54365829
2021-12-14,domain89,Warning,"Indexed, though blocked by robots.txt",161454
2021-12-14,domain89,Excluded,Not found (404),3507778
2021-12-14,domain89,Warning,Page indexed without content,5
2021-12-14,domain89,Excluded,Page with redirect,27411701
2021-12-14,domain89,Error,Redirect error,43169
2021-12-14,domain89,Error,Server error (5xx),40797
2021-12-14,domain89,Excluded,Soft 404,18611221
2021-12-14,domain89,Valid,Submitted and indexed,32457
2021-12-14,domain89,Error,Submitted URL marked ‘noindex’,1142
2021-12-14,domain89,Error,Submitted URL seems to be a Soft 404,94
2021-12-15,domain89,Excluded,Alternate page with proper canonical tag,
,domain89,Excluded,Blocked by robots.txt,933856
2021-12-15,domain89,Excluded,Blocked due to access forbidden (403),7360
2021-12-15,domain89,Excluded,Blocked due to other 4xx issue,81
2021-12-15,domain89,Excluded,Blocked due to unauthorized request (401),0
2021-12-15,domain89,Excluded,Crawled - currently not indexed,94954108
2021-12-15,domain89,Excluded,Discovered - currently not indexed,13959
2021-12-15,domain89,Excluded,Duplicate without user-selected canonical,592232
2021-12-15,,Excluded,"Duplicate, Google chose different canonical than user",1288935
2021-12-15,domain89,Excluded,"Duplicate, submitted URL not selected as canonical",22498
2021-12-15,domain89,Excluded,Excluded by ‘noindex’ tag,28507873
2021-12-15,domain89,Valid,"Indexed, not submitted in sitemap",54459846
2021-12-15,domain89,Warning,"Indexed, though blocked by robots.txt",147473
2021-12-15,domain89,Excluded,Not found (404),2643261
2021-12-15,domain89,Warning,Page indexed without content,5
2021-12-15,domain89,Excluded,Page with redirect,26895794
2021-12-15,domain89,Error,Redirect error,41512
2021-12-15,domain89,Error,Server error (5xx),41056
2021-12-15,domain89,Excluded,Soft 404,18809541
2021-12-15,domain89,Valid,Submitted and indexed,32517
2021-12-15,domain89,Error,Submitted URL marked ‘noindex’,1119
2021-12-15,domain89,Error,Submitted URL seems to be a Soft 404,91
2021-12-09,domain90,Excluded,Alternate page with proper canonical tag,281
2021-12-09,domain90,Excluded,Blocked due to other 4xx issue,1
2021-12-09,domain90,Excluded,Crawled - currently not indexed,10
2021-12-09,domain90,Excluded,Discovered - currently not indexed,3
2021-12-09,domain90,Excluded,Duplicate without user-selected canonical,1
2021-12-09,domain90,Excluded,"Duplicate, Google chose different canonical than user",0
2021-12-09,domain90,Excluded,"Duplicate, submitted URL not selected as canonical",6
2021-12-09,domain90,Excluded,Excluded by ‘noindex’ tag,102
2021-12-09,domain90,Valid,"Indexed, not submitted in sitemap",31
2021-12-09,domain90,Warning,"Indexed, though blocked by robots.txt",1
2021-12-09,domain90,Excluded,Not found (404),0
2021-12-09,domain90,Excluded,Page with redirect,267
2021-12-09,domain90,Excluded,Soft 404,1
2021-12-09,domain90,Valid,Submitted and indexed,278
2021-12-10,domain90,Excluded,Alternate page with proper canonical tag,281
2021-12-10,domain90,Excluded,Blocked due to other 4xx issue,1
2021-12-10,domain90,Excluded,Crawled - currently not indexed,10
2021-12-10,domain90,Excluded,Discovered - currently not indexed,3
2021-12-10,domain90,Excluded,Duplicate without user-selected canonical,1
2021-12-10,domain90,Excluded,"Duplicate, Google chose different canonical than user",0
2021-12-10,domain90,Excluded,"Duplicate, submitted URL not selected as canonical",6
2021-12-10,domain90,Excluded,Excluded by ‘noindex’ tag,102
2021-12-10,domain90,Valid,"Indexed, not submitted in sitemap",31
2021-12-10,domain90,Warning,"Indexed, though blocked by robots.txt",1
2021-12-10,domain90,Excluded,Not found (404),0
2021-12-10,domain90,Excluded,Page with redirect,267
2021-12-10,domain90,Excluded,Soft 404,1
2021-12-10,domain90,Valid,Submitted and indexed,278
2021-12-13,domain90,Excluded,Alternate page with proper canonical tag,277
2021-12-13,domain90,Excluded,Blocked due to other 4xx issue,2
2021-12-13,domain90,Excluded,Crawled - currently not indexed,11
2021-12-13,domain90,Excluded,Discovered - currently not indexed,3
2021-12-13,domain90,Excluded,Duplicate without user-selected canonical,1
2021-12-13,domain90,Excluded,"Duplicate, Google chose different canonical than user",0
2021-12-13,domain90,Excluded,"Duplicate, submitted URL not selected as canonical",6
2021-12-13,domain90,Excluded,Excluded by ‘noindex’ tag,100
2021-12-13,domain90,Valid,"Indexed, not submitted in sitemap",30
2021-12-13,domain90,Warning,"Indexed, though blocked by robots.txt",1
2021-12-13,domain90,Excluded,Not found (404),
2021-12-13,domain90,Excluded,Page with redirect,260
2021-12-13,domain90,Excluded,Soft 404,1
2021-12-13,domain90,Valid,Submitted and indexed,279
2021-12-14,domain90,Excluded,Alternate page with proper canonical tag,277
2021-12-14,domain90,Excluded,Blocked due to other 4xx issue,2
2021-12-14,domain90,Excluded,Crawled - currently not indexed,11
2021-12-14,domain90,Excluded,Discovered - currently not indexed,3
2021-12-14,domain90,Excluded,Duplicate without user-selected canonical,1
2021-12-14,domain90,Excluded,"Duplicate, Google chose different canonical than user",0
2021-12-14,domain90,Excluded,"Duplicate, submitted URL not selected as canonical",6
2021-12-14,domain90,Excluded,Excluded by ‘noindex’ tag,100
2021-12-14,domain90,Valid,"Indexed, not submitted in sitemap",30
2021-12-14,domain90,Warning,"Indexed, though blocked by robots.txt",1
2021-12-14,domain90,Excluded,Not found (404),0
2021-12-14,domain90,,Page with redirect,260
2021-12-14,domain90,Excluded,Soft 404,1
2021-12-14,domain90,Valid,Submitted and indexed,279
2021-12-15,domain90,Excluded,Alternate page with proper canonical tag,274
2021-12-15,domain90,Excluded,Blocked due to other 4xx issue,2
2021-12-15,domain90,Excluded,Crawled - currently not indexed,10
2021-12-15,domain90,Excluded,Discovered - currently not indexed,3
2021-12-15,domain90,Excluded,Duplicate without user-selected canonical,1
2021-12-15,domain90,Excluded,"Duplicate, Google chose different canonical than user",0
2021-12-15,domain90,Excluded,"Duplicate, submitted URL not selected as canonical",5
2021-12-15,domain90,Excluded,Excluded by ‘noindex’ tag,100
2021-12-15,domain90,Valid,"Indexed, not submitted in sitemap",30
